number,incident_state,active,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at,reassignment_required
INC0024249,New,True,0,0,True,Caller 3299,Opened by  17,29/4/2016 14:15,?,?,Updated by 908,29/4/2016 14:15,Phone,Location 55,Category 26,Subcategory 175,Symptom 120,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 103,6/5/2016 15:53,11/5/2016 16:07,1
INC0024250,New,True,0,0,True,Caller 824,Opened by  536,29/4/2016 14:16,Created by 233,29/4/2016 14:17,Updated by 994,29/4/2016 14:17,Phone,Location 91,Category 42,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 253,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 231,29/4/2016 14:17,4/5/2016 15:07,1
INC0024252,New,True,0,0,True,Caller 1364,Opened by  108,29/4/2016 14:17,?,?,Updated by 908,29/4/2016 14:17,Phone,Location 204,Category 23,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 52,29/4/2016 14:23,4/5/2016 15:07,1
INC0024254,Active,True,0,0,True,Caller 723,Opened by  55,29/4/2016 14:22,?,?,Updated by 908,29/4/2016 14:22,Phone,Location 93,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 27,29/4/2016 14:26,4/5/2016 15:07,0
INC0024258,New,True,0,0,True,Caller 5084,Opened by  108,29/4/2016 14:23,?,?,Updated by 908,29/4/2016 14:23,Phone,Location 160,Category 61,Subcategory 36,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 73,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 180,15/6/2016 12:26,20/6/2016 13:00,1
INC0024259,New,True,0,0,True,Caller 3944,Opened by  17,29/4/2016 14:24,?,?,Updated by 908,29/4/2016 14:24,Phone,Location 54,Category 53,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,3/6/2016 16:29,8/6/2016 17:07,1
INC0024260,New,True,0,0,True,Caller 493,Opened by  17,29/4/2016 14:24,?,?,Updated by 908,29/4/2016 14:24,Phone,Location 108,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,29/4/2016 15:17,4/5/2016 16:07,0
INC0024262,New,True,0,0,True,Caller 4409,Opened by  17,29/4/2016 14:34,Created by 10,29/4/2016 14:39,Updated by 44,29/4/2016 14:39,Phone,Location 209,Category 37,Subcategory 123,Symptom 117,?,2 - Medium,2 - Medium,3 - Moderate,Group 46,Resolver 83,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 76,29/4/2016 15:13,4/5/2016 16:07,0
INC0024263,New,True,0,0,True,Caller 3898,Opened by  55,29/4/2016 14:39,Created by 30,29/4/2016 14:45,Updated by 129,29/4/2016 14:45,Phone,Location 51,Category 42,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 194,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 177,29/4/2016 14:59,4/5/2016 15:07,1
INC0024264,New,True,0,0,True,Caller 4366,Opened by  301,29/4/2016 14:40,Created by 129,29/4/2016 14:43,Updated by 573,29/4/2016 14:43,Phone,Location 204,Category 34,Subcategory 154,Symptom 102,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 114,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 102,21/10/2016 11:33,26/10/2016 12:00,1
INC0024265,New,True,0,0,True,Caller 4248,Opened by  221,29/4/2016 14:41,?,?,Updated by 908,29/4/2016 14:41,Phone,Location 161,Category 53,Subcategory 168,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 103,29/4/2016 15:19,4/5/2016 16:07,0
INC0024266,New,True,0,0,True,Caller 2789,Opened by  239,29/4/2016 14:43,?,?,Updated by 908,29/4/2016 14:43,Phone,Location 143,Category 42,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 10,Resolved by 114,29/4/2016 15:02,4/5/2016 15:07,0
INC0024267,New,True,0,0,True,Caller 4050,Opened by  500,29/4/2016 14:43,Created by 217,29/4/2016 15:13,Updated by 917,29/4/2016 15:13,Phone,Location 179,Category 9,Subcategory 110,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 125,False,False,Do Not Notify,?,?,?,?,code 5,Resolved by 113,6/5/2016 15:31,11/5/2016 16:07,1
INC0024268,Active,True,0,0,True,Caller 4459,Opened by  301,29/4/2016 14:45,?,?,Updated by 908,29/4/2016 14:45,Phone,Location 108,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 133,29/4/2016 14:49,4/5/2016 15:07,0
INC0024269,New,True,0,0,True,Caller 1916,Opened by  182,29/4/2016 14:46,?,?,Updated by 908,29/4/2016 14:46,Phone,Location 51,Category 32,Subcategory 9,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,2/5/2016 13:04,7/5/2016 13:07,0
INC0024270,New,True,0,0,True,Caller 1220,Opened by  17,29/4/2016 14:48,?,?,Updated by 908,29/4/2016 14:48,Phone,Location 143,Category 40,Subcategory 44,Symptom 598,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,29/4/2016 14:58,4/5/2016 15:07,0
INC0024271,New,True,0,0,True,Caller 3437,Opened by  17,29/4/2016 14:49,Created by 10,29/4/2016 16:27,Updated by 44,29/4/2016 16:27,Phone,Location 136,Category 46,Subcategory 47,Symptom 98,?,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 207,False,False,Do Not Notify,Problem ID  166,?,?,?,code 6,Resolved by 188,2/5/2016 20:02,7/5/2016 20:07,0
INC0024272,Active,True,0,0,True,Caller 2645,Opened by  55,29/4/2016 14:51,?,?,Updated by 908,29/4/2016 14:51,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 27,29/4/2016 14:59,4/5/2016 15:07,0
INC0024273,New,True,0,0,True,Caller 3936,Opened by  301,29/4/2016 14:51,Created by 129,29/4/2016 14:58,Updated by 573,29/4/2016 14:58,Phone,Location 51,Category 46,Subcategory 255,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 176,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 159,9/6/2016 09:05,14/6/2016 09:07,0
INC0024274,New,True,0,0,True,Caller 4273,Opened by  24,29/4/2016 14:53,Created by 13,29/4/2016 14:57,Updated by 60,29/4/2016 14:57,Phone,Location 204,Category 9,Subcategory 164,Symptom 117,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,6/5/2016 12:12,11/5/2016 13:07,1
INC0024275,New,True,0,0,True,Caller 1852,Opened by  108,29/4/2016 14:54,Created by 52,29/4/2016 14:57,Updated by 214,29/4/2016 14:57,Phone,Location 51,Category 37,Subcategory 135,Symptom 118,?,2 - Medium,2 - Medium,3 - Moderate,Group 44,Resolver 82,False,False,Do Not Notify,?,?,?,?,code 10,Resolved by 75,3/5/2016 10:46,8/5/2016 11:07,0
INC0024276,Active,True,0,0,True,Caller 2509,Opened by  62,29/4/2016 14:55,Created by 33,29/4/2016 14:58,Updated by 133,29/4/2016 14:58,Phone,Location 108,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 32,29/4/2016 14:59,4/5/2016 15:07,1
INC0024277,New,True,0,0,True,Caller 3969,Opened by  17,29/4/2016 14:59,?,?,Updated by 908,29/4/2016 14:59,Phone,Location 15,Category 35,Subcategory 132,Symptom 403,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,29/4/2016 15:24,4/5/2016 16:07,0
INC0024278,New,True,0,0,True,Caller 4177,Opened by  62,29/4/2016 14:59,?,?,Updated by 908,29/4/2016 14:59,Phone,Location 93,Category 53,Subcategory 114,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 158,2/5/2016 11:16,7/5/2016 12:07,0
INC0024279,Active,True,0,0,True,Caller 2759,Opened by  108,29/4/2016 15:00,?,?,Updated by 908,29/4/2016 15:00,Phone,Location 161,Category 26,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 56,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 52,29/4/2016 15:38,4/5/2016 16:07,0
INC0024282,Active,True,0,0,True,Caller 2261,Opened by  24,29/4/2016 15:05,?,?,Updated by 908,29/4/2016 15:05,Phone,Location 93,Category 35,Subcategory 28,Symptom 506,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 15,29/4/2016 15:17,4/5/2016 16:07,0
INC0024283,Resolved,True,0,0,True,Caller 2789,Opened by  62,29/4/2016 15:10,?,?,Updated by 908,29/4/2016 15:10,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 32,?,4/5/2016 16:07,0
INC0024285,New,True,0,0,True,Caller 4808,Opened by  55,29/4/2016 15:10,Created by 30,29/4/2016 15:14,Updated by 129,29/4/2016 15:14,Phone,Location 161,Category 9,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,False,False,Do Not Notify,?,?,?,?,code 5,Resolved by 227,2/5/2016 11:16,7/5/2016 12:07,0
INC0024286,New,True,0,0,True,Caller 985,Opened by  17,29/4/2016 15:11,?,?,Updated by 908,29/4/2016 15:11,Phone,Location 51,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,29/4/2016 15:17,4/5/2016 16:07,0
INC0024288,Resolved,True,0,0,True,Caller 3071,Opened by  108,29/4/2016 15:17,?,?,Updated by 908,29/4/2016 15:17,Phone,Location 143,Category 37,Subcategory 123,Symptom 127,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 56,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 52,?,4/5/2016 16:07,0
INC0024289,New,True,0,0,True,Caller 4079,Opened by  500,29/4/2016 15:18,Created by 217,29/4/2016 15:27,Updated by 917,29/4/2016 15:27,Phone,Location 179,Category 9,Subcategory 164,Symptom 471,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 125,False,False,Do Not Notify,?,?,?,?,code 5,Resolved by 113,10/5/2016 15:20,15/5/2016 16:07,1
INC0024290,New,True,0,0,True,Caller 723,Opened by  17,29/4/2016 15:18,?,?,Updated by 908,29/4/2016 15:18,Phone,Location 93,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,29/4/2016 15:26,4/5/2016 16:07,0
INC0024291,Resolved,True,0,0,True,Caller 715,Opened by  62,29/4/2016 15:24,?,?,Updated by 908,29/4/2016 15:24,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 32,?,4/5/2016 16:07,0
INC0024293,New,True,0,0,True,Caller 5150,Opened by  301,29/4/2016 15:25,?,?,Updated by 908,29/4/2016 15:25,Phone,Location 108,Category 23,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 98,6/5/2016 15:35,11/5/2016 16:07,1
INC0024295,New,True,0,0,True,Caller 3728,Opened by  17,29/4/2016 15:27,?,?,Updated by 908,29/4/2016 15:27,Phone,Location 204,Category 26,Subcategory 175,Symptom 119,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,2/5/2016 13:18,7/5/2016 14:07,1
INC0024296,Active,True,0,0,True,Caller 1170,Opened by  24,29/4/2016 15:27,?,?,Updated by 908,29/4/2016 15:27,Phone,Location 143,Category 26,Subcategory 175,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 15,29/4/2016 15:29,4/5/2016 16:07,0
INC0024297,Resolved,True,0,0,True,Caller 4803,Opened by  124,29/4/2016 15:29,Created by 58,29/4/2016 15:42,Updated by 241,29/4/2016 15:42,Phone,Location 93,Category 23,Subcategory 3,Symptom 456,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 69,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 62,29/4/2016 15:42,23/5/2016 11:07,0
INC0024299,Active,True,0,0,True,Caller 4129,Opened by  55,29/4/2016 15:29,?,?,Updated by 908,29/4/2016 15:29,Phone,Location 143,Category 32,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 27,29/4/2016 15:33,4/5/2016 16:07,0
INC0024300,New,True,0,0,True,Caller 218,Opened by  108,29/4/2016 15:30,?,?,Updated by 908,29/4/2016 15:30,Phone,Location 85,Category 23,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 98,11/5/2016 09:36,16/5/2016 10:07,1
INC0024301,New,True,0,0,True,Caller 18,Opened by  228,29/4/2016 15:34,Created by 101,29/4/2016 15:38,Updated by 447,29/4/2016 15:38,Phone,Location 161,Category 37,Subcategory 135,Symptom 118,?,2 - Medium,2 - Medium,3 - Moderate,Group 49,Resolver 120,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 108,12/7/2016 15:10,17/7/2016 16:00,1
INC0024303,Active,True,0,0,True,Caller 3132,Opened by  24,29/4/2016 15:36,?,?,Updated by 908,29/4/2016 15:36,Phone,Location 143,Category 26,Subcategory 175,Symptom 116,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 15,29/4/2016 15:45,4/5/2016 16:07,0
INC0024305,New,True,0,0,True,Caller 345,Opened by  62,29/4/2016 15:41,?,?,Updated by 908,29/4/2016 15:41,Phone,Location 204,Category 26,Subcategory 175,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 103,29/6/2016 09:40,4/7/2016 10:00,1
INC0024306,New,True,0,0,True,Caller 2452,Opened by  108,29/4/2016 15:45,Created by 52,29/4/2016 16:06,Updated by 214,29/4/2016 16:06,Phone,Location 108,Category 46,Subcategory 250,Symptom 288,?,2 - Medium,2 - Medium,3 - Moderate,Group 57,Resolver 234,False,False,Do Not Notify,?,?,?,?,code 1,Resolved by 213,2/5/2016 14:08,7/5/2016 14:10,0
INC0024308,New,True,0,0,True,Caller 1964,Opened by  24,29/4/2016 15:52,Created by 13,29/4/2016 15:57,Updated by 60,29/4/2016 15:57,Phone,Location 206,Category 24,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,29/4/2016 16:22,4/5/2016 17:07,0
INC0024309,New,True,0,0,True,Caller 4512,Opened by  17,29/4/2016 15:52,?,?,Updated by 908,29/4/2016 15:52,Phone,Location 143,Category 57,Subcategory 102,Symptom 420,?,2 - Medium,2 - Medium,3 - Moderate,Group 33,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,29/4/2016 15:59,4/5/2016 16:07,1
INC0024312,New,True,0,0,True,Caller 2206,Opened by  500,29/4/2016 15:56,?,?,Updated by 908,29/4/2016 15:56,Phone,Location 51,Category 26,Subcategory 275,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,3/5/2016 14:10,8/5/2016 15:07,1
INC0024313,Resolved,True,0,0,True,Caller 4248,Opened by  62,29/4/2016 15:57,?,?,Updated by 908,29/4/2016 15:57,Phone,Location 161,Category 26,Subcategory 175,Symptom 120,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 32,?,4/5/2016 16:07,0
INC0024314,New,True,0,0,True,Caller 1561,Opened by  55,29/4/2016 15:59,Created by 30,29/4/2016 16:03,Updated by 129,29/4/2016 16:03,Phone,Location 108,Category 24,Subcategory 164,Symptom 425,?,2 - Medium,2 - Medium,3 - Moderate,Group 80,Resolver 111,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 100,2/5/2016 09:46,7/5/2016 10:07,1
INC0024316,New,True,0,0,True,Caller 3815,Opened by  17,29/4/2016 16:05,?,?,Updated by 908,29/4/2016 16:05,Phone,Location 108,Category 57,Subcategory 184,Symptom 10,?,2 - Medium,2 - Medium,3 - Moderate,Group 51,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,10/5/2016 14:14,15/5/2016 15:07,1
INC0024317,New,True,0,0,True,Caller 2984,Opened by  221,29/4/2016 16:05,Created by 98,29/4/2016 16:08,Updated by 429,29/4/2016 16:08,Phone,Location 204,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 115,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 103,29/4/2016 16:14,4/5/2016 17:07,1
INC0024318,Resolved,True,0,0,True,Caller 1759,Opened by  62,29/4/2016 16:06,?,?,Updated by 908,29/4/2016 16:06,Phone,Location 55,Category 26,Subcategory 175,Symptom 116,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 32,?,4/5/2016 17:07,0
INC0024319,New,True,0,0,True,Caller 3982,Opened by  108,29/4/2016 16:07,Created by 52,29/4/2016 16:14,Updated by 214,29/4/2016 16:14,Phone,Location 161,Category 34,Subcategory 112,Symptom 468,?,2 - Medium,2 - Medium,3 - Moderate,Group 9,Resolver 217,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 198,1/11/2016 17:28,6/11/2016 18:00,0
INC0024323,New,True,0,0,True,Caller 1905,Opened by  55,29/4/2016 16:16,Created by 30,29/4/2016 16:26,Updated by 129,29/4/2016 16:26,Phone,Location 75,Category 42,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 177,29/4/2016 16:57,4/5/2016 17:07,0
INC0024324,New,True,0,0,True,Caller 875,Opened by  17,29/4/2016 16:16,?,?,Updated by 908,29/4/2016 16:16,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,29/4/2016 16:24,4/5/2016 17:07,0
INC0024327,New,True,0,0,True,Caller 3901,Opened by  17,29/4/2016 16:28,?,?,Updated by 908,29/4/2016 16:28,Phone,Location 59,Category 61,Subcategory 36,Symptom 458,?,2 - Medium,2 - Medium,3 - Moderate,Group 73,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 178,3/5/2016 09:08,8/5/2016 09:10,0
INC0024328,New,True,0,0,True,Caller 124,Opened by  17,29/4/2016 16:28,?,?,Updated by 908,29/4/2016 16:28,Phone,Location 204,Category 32,Subcategory 9,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,29/4/2016 16:41,4/5/2016 17:07,0
INC0024329,Active,True,0,0,True,Caller 85,Opened by  124,29/4/2016 16:29,Created by 58,29/4/2016 16:31,Updated by 241,29/4/2016 16:31,Phone,Location 161,Category 26,Subcategory 275,Symptom 54,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 69,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 62,29/4/2016 17:17,4/5/2016 18:07,1
INC0024330,New,True,0,0,True,Caller 1663,Opened by  62,29/4/2016 16:31,Created by 33,29/4/2016 16:32,Updated by 133,29/4/2016 16:32,Phone,Location 93,Category 44,Subcategory 60,Symptom 259,?,2 - Medium,2 - Medium,3 - Moderate,Group 5,Resolver 101,False,False,Do Not Notify,?,?,?,?,code 8,Resolved by 91,16/5/2016 17:31,21/5/2016 18:07,1
INC0024331,Active,True,0,0,True,Caller 4886,Opened by  124,29/4/2016 16:31,Created by 58,29/4/2016 16:32,Updated by 241,29/4/2016 16:32,Phone,Location 161,Category 26,Subcategory 275,Symptom 54,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 69,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 62,29/4/2016 17:22,4/5/2016 18:07,1
INC0024333,Active,True,0,0,True,Caller 2152,Opened by  124,29/4/2016 16:32,Created by 58,29/4/2016 16:33,Updated by 241,29/4/2016 16:33,Phone,Location 161,Category 26,Subcategory 275,Symptom 54,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 69,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 62,29/4/2016 17:19,4/5/2016 18:07,1
INC0024334,Active,True,0,0,True,Caller 3758,Opened by  124,29/4/2016 16:33,Created by 58,29/4/2016 16:35,Updated by 241,29/4/2016 16:35,Phone,Location 161,Category 26,Subcategory 275,Symptom 54,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 69,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 62,29/4/2016 17:21,4/5/2016 18:07,1
INC0024335,New,True,0,0,True,Caller 4725,Opened by  62,29/4/2016 16:35,Created by 33,29/4/2016 17:02,Updated by 133,29/4/2016 17:02,Phone,Location 161,Category 46,Subcategory 231,Symptom 211,?,2 - Medium,2 - Medium,3 - Moderate,Group 37,Resolver 234,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 213,9/5/2016 09:19,14/5/2016 10:07,0
INC0024336,Active,True,0,0,True,Caller 4638,Opened by  124,29/4/2016 16:35,Created by 58,29/4/2016 16:37,Updated by 241,29/4/2016 16:37,Phone,Location 204,Category 26,Subcategory 275,Symptom 54,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 69,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 62,29/4/2016 17:22,4/5/2016 18:07,1
INC0024338,Active,True,0,0,True,Caller 5466,Opened by  124,29/4/2016 16:39,Created by 58,29/4/2016 16:40,Updated by 241,29/4/2016 16:40,Phone,Location 204,Category 26,Subcategory 275,Symptom 54,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 69,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 62,29/4/2016 17:23,4/5/2016 18:07,1
INC0024339,Active,True,0,0,True,Caller 1743,Opened by  124,29/4/2016 16:40,Created by 58,29/4/2016 16:43,Updated by 241,29/4/2016 16:43,Phone,Location 204,Category 26,Subcategory 275,Symptom 54,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 69,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 62,29/4/2016 17:18,4/5/2016 18:07,1
INC0024340,Active,True,0,0,True,Caller 4293,Opened by  124,29/4/2016 16:43,Created by 58,29/4/2016 16:44,Updated by 241,29/4/2016 16:44,Phone,Location 204,Category 26,Subcategory 275,Symptom 54,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 69,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 62,29/4/2016 17:21,4/5/2016 18:07,1
INC0024342,Active,True,0,0,True,Caller 2334,Opened by  124,29/4/2016 16:45,Created by 58,29/4/2016 16:49,Updated by 241,29/4/2016 16:49,Phone,Location 204,Category 26,Subcategory 275,Symptom 54,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 69,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 62,29/4/2016 17:20,4/5/2016 18:07,1
INC0024343,New,True,0,0,True,Caller 5332,Opened by  17,29/4/2016 16:47,?,?,Updated by 908,29/4/2016 16:47,Phone,Location 51,Category 23,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,29/4/2016 16:55,4/5/2016 17:07,1
INC0024345,Resolved,True,0,0,True,Caller 1057,Opened by  500,29/4/2016 16:50,?,?,Updated by 908,29/4/2016 16:50,Phone,Location 161,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 232,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 211,?,4/5/2016 18:07,0
INC0024346,Active,True,0,0,True,Caller 2756,Opened by  55,29/4/2016 16:50,?,?,Updated by 908,29/4/2016 16:50,Phone,Location 54,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 27,29/4/2016 17:26,4/5/2016 18:07,0
INC0024348,Active,True,0,0,True,Caller 456,Opened by  124,29/4/2016 16:51,Created by 58,29/4/2016 16:53,Updated by 241,29/4/2016 16:53,Phone,Location 204,Category 26,Subcategory 275,Symptom 54,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 69,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 62,29/4/2016 17:18,4/5/2016 18:07,1
INC0024349,Active,True,0,0,True,Caller 3271,Opened by  124,29/4/2016 16:53,Created by 58,29/4/2016 16:55,Updated by 241,29/4/2016 16:55,Phone,Location 204,Category 26,Subcategory 275,Symptom 54,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 69,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 62,29/4/2016 17:20,4/5/2016 18:07,1
INC0024351,New,True,0,0,True,Caller 3717,Opened by  17,29/4/2016 16:54,Created by 10,29/4/2016 17:13,Updated by 44,29/4/2016 17:13,Phone,Location 108,Category 46,Subcategory 231,Symptom 491,?,1 - High,1 - High,1 - Critical,Group 37,Resolver 244,False,False,Do Not Notify,Problem ID  167,?,?,?,code 6,Resolved by 223,29/4/2016 18:26,4/5/2016 19:07,1
