opened_by,contact_type,location,category,subcategory,u_symptom,assignment_group,reassignment_required,opened_at_dt,opened_hour,opened_day_of_week,opened_month,opened_is_weekend,impact_encoded,urgency_encoded,priority_encoded
Opened by  24,Phone,Location 93,Category 53,Subcategory 50,Symptom 491,Group 70,1,2016-05-03 14:27:00,14,1,5,0,2,2,2
Opened by  17,Phone,Location 143,Category 37,Subcategory 123,Symptom 491,Group 48,0,2016-05-03 14:28:00,14,1,5,0,2,3,3
Opened by  403,Phone,Location 51,Category 42,Subcategory 29,,Group 55,0,2016-05-03 14:31:00,14,1,5,0,2,2,2
Opened by  386,Phone,Location 143,Category 57,Subcategory 174,,Group 70,0,2016-05-03 14:32:00,14,1,5,0,2,2,2
Opened by  17,Phone,Location 210,Category 24,Subcategory 174,,Group 25,0,2016-05-03 14:37:00,14,1,5,0,2,2,2
Opened by  17,Phone,Location 46,Category 53,Subcategory 174,Symptom 491,Group 70,0,2016-05-03 14:42:00,14,1,5,0,2,2,2
Opened by  24,Phone,Location 204,Category 20,Subcategory 125,Symptom 517,Group 70,0,2016-05-03 14:46:00,14,1,5,0,2,2,2
Opened by  108,Phone,Location 204,Category 32,Subcategory 300,Symptom 491,Group 70,0,2016-05-03 14:50:00,14,1,5,0,2,2,2
Opened by  239,Phone,Location 51,Category 61,Subcategory 174,Symptom 491,Group 12,0,2016-05-03 14:51:00,14,1,5,0,2,2,2
Opened by  24,Phone,Location 143,Category 61,Subcategory 164,Symptom 114,Group 74,0,2016-05-03 14:51:00,14,1,5,0,2,2,2
Opened by  108,Phone,Location 108,Category 24,Subcategory 164,,Group 27,1,2016-05-03 14:52:00,14,1,5,0,2,2,2
Opened by  17,Phone,Location 161,Category 26,Subcategory 175,Symptom 491,Group 70,0,2016-05-03 14:54:00,14,1,5,0,2,2,2
Opened by  24,Phone,Location 161,Category 53,Subcategory 174,Symptom 491,,0,2016-05-03 14:55:00,14,1,5,0,2,2,2
Opened by  24,Phone,Location 161,Category 53,Subcategory 174,Symptom 491,,0,2016-05-03 15:00:00,15,1,5,0,2,2,2
Opened by  24,Phone,Location 161,Category 26,Subcategory 275,Symptom 491,Group 70,0,2016-05-03 15:04:00,15,1,5,0,2,2,2
Opened by  108,Phone,Location 51,Category 44,Subcategory 59,Symptom 234,Group 5,0,2016-05-03 15:05:00,15,1,5,0,2,2,2
Opened by  62,Phone,Location 143,Category 26,Subcategory 175,Symptom 116,Group 70,0,2016-05-03 15:11:00,15,1,5,0,2,2,2
Opened by  17,Phone,Location 111,Category 26,Subcategory 275,Symptom 115,Group 70,1,2016-05-03 15:12:00,15,1,5,0,2,2,2
Opened by  108,Phone,Location 111,Category 23,Subcategory 174,,Group 20,1,2016-05-03 15:12:00,15,1,5,0,2,2,2
Opened by  239,Phone,Location 46,Category 53,Subcategory 303,Symptom 491,Group 70,1,2016-05-03 15:14:00,15,1,5,0,2,2,2
Opened by  17,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-03 15:15:00,15,1,5,0,2,2,2
Opened by  62,Phone,Location 143,Category 9,Subcategory 174,Symptom 491,,0,2016-05-03 15:17:00,15,1,5,0,2,2,2
Opened by  108,Phone,Location 143,Category 23,Subcategory 75,,Group 20,1,2016-05-03 15:17:00,15,1,5,0,2,2,2
Opened by  55,Phone,Location 108,Category 53,Subcategory 174,Symptom 491,Group 70,0,2016-05-03 15:18:00,15,1,5,0,2,2,2
Opened by  325,Phone,Location 231,Category 8,Subcategory 281,Symptom 556,Group 53,0,2016-05-03 15:22:00,15,1,5,0,2,2,2
Opened by  62,Phone,Location 143,Category 26,Subcategory 275,Symptom 116,Group 70,0,2016-05-03 15:25:00,15,1,5,0,2,2,2
Opened by  17,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-03 15:30:00,15,1,5,0,2,2,2
Opened by  301,Phone,Location 143,Category 51,Subcategory 301,Symptom 491,Group 54,1,2016-05-03 15:31:00,15,1,5,0,2,2,2
Opened by  62,Phone,Location 143,Category 20,Subcategory 125,Symptom 517,Group 70,0,2016-05-03 15:31:00,15,1,5,0,2,2,2
Opened by  24,Phone,Location 51,Category 26,Subcategory 275,Symptom 491,Group 70,0,2016-05-03 15:31:00,15,1,5,0,2,2,2
Opened by  24,Phone,Location 124,Category 24,Subcategory 164,Symptom 491,Group 69,1,2016-05-03 15:33:00,15,1,5,0,2,2,2
Opened by  108,Phone,Location 143,Category 32,Subcategory 174,,Group 70,0,2016-05-03 15:33:00,15,1,5,0,2,2,2
Opened by  386,Phone,Location 161,Category 46,Subcategory 72,Symptom 491,Group 10,1,2016-05-03 15:37:00,15,1,5,0,2,2,2
Opened by  62,Phone,Location 161,Category 61,Subcategory 36,,Group 73,1,2016-05-03 15:41:00,15,1,5,0,2,2,2
Opened by  17,Phone,Location 204,Category 57,Subcategory 170,Symptom 239,Group 65,0,2016-05-03 15:43:00,15,1,5,0,2,2,2
Opened by  24,Phone,Location 224,Category 46,Subcategory 72,Symptom 491,Group 10,0,2016-05-03 15:43:00,15,1,5,0,2,3,3
Opened by  62,Phone,Location 56,Category 42,Subcategory 174,Symptom 491,Group 39,0,2016-05-03 15:44:00,15,1,5,0,2,2,2
Opened by  17,Phone,Location 51,Category 42,Subcategory 223,Symptom 65,Group 70,1,2016-05-03 15:45:00,15,1,5,0,2,2,2
Opened by  221,Phone,Location 179,Category 53,Subcategory 168,Symptom 491,Group 70,0,2016-05-03 15:49:00,15,1,5,0,2,2,2
Opened by  17,Phone,Location 204,Category 32,Subcategory 300,Symptom 491,Group 70,1,2016-05-03 15:52:00,15,1,5,0,2,2,2
Opened by  17,Phone,Location 204,Category 32,Subcategory 300,Symptom 491,Group 70,0,2016-05-03 15:52:00,15,1,5,0,2,2,2
Opened by  221,Phone,Location 143,Category 53,Subcategory 174,Symptom 491,,0,2016-05-03 15:53:00,15,1,5,0,2,2,2
Opened by  108,Phone,Location 143,Category 61,Subcategory 36,Symptom 438,Group 73,1,2016-05-03 15:55:00,15,1,5,0,2,2,2
Opened by  17,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-03 15:56:00,15,1,5,0,2,2,2
Opened by  24,Phone,Location 51,Category 53,Subcategory 174,Symptom 491,Group 76,0,2016-05-03 15:57:00,15,1,5,0,2,2,2
Opened by  109,Phone,Location 204,Category 24,Subcategory 174,Symptom 491,Group 25,0,2016-05-03 16:00:00,16,1,5,0,2,2,2
Opened by  17,Phone,Location 108,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-03 16:03:00,16,1,5,0,2,2,2
Opened by  228,Phone,Location 161,Category 37,Subcategory 135,Symptom 372,Group 72,0,2016-05-03 16:04:00,16,1,5,0,2,2,2
Opened by  24,Phone,Location 204,Category 26,Subcategory 164,Symptom 571,Group 70,0,2016-05-03 16:05:00,16,1,5,0,2,2,2
Opened by  301,Phone,Location 204,Category 57,Subcategory 170,Symptom 596,Group 56,0,2016-05-03 16:07:00,16,1,5,0,2,2,2
Opened by  386,Phone,Location 161,Category 26,Subcategory 275,Symptom 491,Group 70,0,2016-05-03 16:09:00,16,1,5,0,2,2,2
Opened by  108,Phone,Location 161,Category 26,Subcategory 175,,Group 70,0,2016-05-03 16:10:00,16,1,5,0,2,2,2
Opened by  108,Phone,Location 204,Category 26,Subcategory 174,Symptom 491,Group 70,0,2016-05-03 16:10:00,16,1,5,0,2,2,2
Opened by  17,Phone,Location 204,Category 13,Subcategory 69,Symptom 10,Group 70,1,2016-05-03 16:11:00,16,1,5,0,2,2,2
Opened by  17,Phone,Location 69,Category 57,Subcategory 11,Symptom 387,Group 33,1,2016-05-03 16:13:00,16,1,5,0,2,2,2
Opened by  55,Phone,Location 96,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-03 16:16:00,16,1,5,0,2,2,2
Opened by  17,Phone,Location 35,Category 35,Subcategory 28,Symptom 506,Group 70,0,2016-05-03 16:17:00,16,1,5,0,2,2,2
Opened by  17,Phone,Location 143,Category 53,Subcategory 82,Symptom 491,Group 76,1,2016-05-03 16:18:00,16,1,5,0,2,2,2
Opened by  24,Phone,Location 43,Category 42,Subcategory 223,Symptom 532,Group 70,1,2016-05-03 16:20:00,16,1,5,0,2,2,2
Opened by  62,Phone,Location 56,Category 9,Subcategory 202,Symptom 70,,0,2016-05-03 16:20:00,16,1,5,0,2,2,2
Opened by  17,Phone,Location 35,Category 20,Subcategory 103,Symptom 387,Group 70,0,2016-05-03 16:25:00,16,1,5,0,2,2,2
Opened by  62,Phone,Location 111,Category 40,Subcategory 44,,Group 70,0,2016-05-03 16:27:00,16,1,5,0,2,2,2
Opened by  17,Phone,Location 204,Category 57,Subcategory 170,Symptom 244,Group 65,1,2016-05-03 16:29:00,16,1,5,0,2,2,2
Opened by  70,Phone,Location 197,Category 37,Subcategory 123,Symptom 491,Group 44,0,2016-05-03 16:35:00,16,1,5,0,2,2,2
Opened by  392,Phone,Location 93,Category 51,Subcategory 6,Symptom 491,Group 20,0,2016-05-03 16:39:00,16,1,5,0,3,3,4
Opened by  108,Phone,Location 204,Category 53,Subcategory 174,,Group 70,0,2016-05-03 16:41:00,16,1,5,0,2,2,2
Opened by  17,Phone,Location 143,Category 42,Subcategory 223,Symptom 532,Group 70,1,2016-05-03 16:44:00,16,1,5,0,2,2,2
Opened by  55,Phone,Location 161,Category 42,Subcategory 174,Symptom 491,Group 39,0,2016-05-03 16:44:00,16,1,5,0,2,2,2
Opened by  62,Phone,Location 143,Category 26,Subcategory 164,Symptom 491,Group 70,0,2016-05-03 16:46:00,16,1,5,0,2,2,2
Opened by  17,Phone,Location 161,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-03 16:48:00,16,1,5,0,2,2,2
Opened by  17,Phone,Location 40,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-03 16:54:00,16,1,5,0,2,2,2
Opened by  55,Phone,Location 108,Category 26,Subcategory 275,Symptom 491,Group 70,0,2016-05-03 16:56:00,16,1,5,0,2,2,2
Opened by  62,Phone,Location 143,Category 57,Subcategory 170,Symptom 491,Group 65,1,2016-05-03 17:01:00,17,1,5,0,2,2,2
Opened by  17,Phone,Location 108,Category 53,Subcategory 174,Symptom 491,Group 70,1,2016-05-03 17:05:00,17,1,5,0,2,2,2
Opened by  108,Phone,Location 34,Category 32,Subcategory 174,,Group 70,1,2016-05-03 17:08:00,17,1,5,0,2,2,2
Opened by  62,Phone,Location 143,Category 26,Subcategory 175,Symptom 491,Group 70,0,2016-05-03 17:08:00,17,1,5,0,2,2,2
Opened by  62,Phone,Location 97,Category 42,Subcategory 223,Symptom 532,Group 70,1,2016-05-03 17:14:00,17,1,5,0,2,2,2
Opened by  17,Phone,Location 108,Category 26,Subcategory 275,Symptom 491,Group 70,0,2016-05-03 17:15:00,17,1,5,0,2,2,2
Opened by  517,Phone,Location 197,Category 51,Subcategory 301,Symptom 592,Group 54,0,2016-05-03 17:16:00,17,1,5,0,2,2,2
Opened by  108,Phone,Location 93,Category 53,Subcategory 174,,Group 70,0,2016-05-03 17:24:00,17,1,5,0,2,2,2
Opened by  58,Phone,Location 38,Category 42,Subcategory 174,Symptom 491,Group 70,1,2016-05-03 17:50:00,17,1,5,0,2,2,2
Opened by  62,Phone,Location 51,Category 42,Subcategory 223,Symptom 532,Group 70,1,2016-05-03 17:55:00,17,1,5,0,2,2,2
Opened by  17,Phone,Location 39,Category 42,Subcategory 223,Symptom 532,Group 70,1,2016-05-03 17:59:00,17,1,5,0,2,2,2
Opened by  17,Phone,Location 46,Category 42,Subcategory 223,Symptom 532,Group 70,1,2016-05-03 18:05:00,18,1,5,0,2,2,2
Opened by  58,Phone,Location 46,Category 53,Subcategory 174,Symptom 491,Group 70,1,2016-05-03 18:07:00,18,1,5,0,2,2,2
Opened by  17,Phone,Location 46,Category 42,Subcategory 223,Symptom 532,Group 70,1,2016-05-03 18:12:00,18,1,5,0,2,2,2
Opened by  17,Phone,Location 46,Category 42,Subcategory 223,Symptom 532,Group 70,1,2016-05-03 18:12:00,18,1,5,0,2,2,2
Opened by  17,Phone,Location 46,Category 42,Subcategory 223,Symptom 532,Group 70,1,2016-05-03 18:12:00,18,1,5,0,2,2,2
Opened by  305,Phone,Location 93,Category 40,Subcategory 44,,Group 70,1,2016-05-03 18:46:00,18,1,5,0,2,2,2
Opened by  62,Phone,Location 161,Category 57,Subcategory 170,Symptom 241,Group 65,1,2016-05-03 19:19:00,19,1,5,0,2,2,2
Opened by  58,Phone,Location 55,Category 46,Subcategory 223,Symptom 491,Group 70,0,2016-05-03 20:14:00,20,1,5,0,2,2,2
Opened by  305,Phone,Location 204,Category 57,Subcategory 170,,Group 65,1,2016-05-03 20:57:00,20,1,5,0,2,2,2
Opened by  305,Phone,Location 188,Category 28,Subcategory 174,Symptom 491,Group 70,0,2016-05-03 21:20:00,21,1,5,0,2,2,2
Opened by  305,Phone,Location 188,Category 28,Subcategory 174,,Group 64,0,2016-05-03 21:26:00,21,1,5,0,2,2,2
Opened by  305,Phone,Location 188,Category 28,Subcategory 174,Symptom 491,Group 70,0,2016-05-03 21:27:00,21,1,5,0,2,2,2
Opened by  305,Phone,Location 188,Category 28,Subcategory 174,Symptom 491,Group 70,0,2016-05-03 21:29:00,21,1,5,0,2,2,2
Opened by  20,Phone,Location 188,Category 28,Subcategory 174,Symptom 491,Group 70,0,2016-05-03 21:29:00,21,1,5,0,1,1,1
Opened by  305,Phone,Location 188,Category 28,Subcategory 174,Symptom 491,Group 70,0,2016-05-03 21:30:00,21,1,5,0,2,2,2
Opened by  20,Phone,Location 188,Category 28,Subcategory 174,Symptom 491,Group 70,0,2016-05-03 21:30:00,21,1,5,0,1,1,1
Opened by  305,Phone,Location 188,Category 28,Subcategory 174,Symptom 491,Group 70,0,2016-05-03 21:30:00,21,1,5,0,2,2,2
Opened by  20,Phone,Location 188,Category 28,Subcategory 174,Symptom 491,Group 70,0,2016-05-03 21:31:00,21,1,5,0,1,1,1
Opened by  20,Phone,Location 188,Category 28,Subcategory 174,Symptom 491,Group 70,0,2016-05-03 21:31:00,21,1,5,0,1,1,1
Opened by  305,Phone,Location 188,Category 28,Subcategory 174,Symptom 491,Group 70,0,2016-05-03 21:32:00,21,1,5,0,2,2,2
Opened by  20,Phone,Location 188,Category 28,Subcategory 174,Symptom 491,Group 70,0,2016-05-03 21:32:00,21,1,5,0,1,1,1
Opened by  305,Phone,Location 188,Category 28,Subcategory 174,Symptom 491,Group 70,1,2016-05-03 21:32:00,21,1,5,0,2,2,2
Opened by  20,Phone,Location 188,Category 28,Subcategory 174,Symptom 491,Group 70,0,2016-05-03 21:33:00,21,1,5,0,1,1,1
Opened by  20,Phone,Location 188,Category 28,Subcategory 174,Symptom 491,Group 70,0,2016-05-03 21:34:00,21,1,5,0,1,1,1
Opened by  305,Phone,Location 188,Category 28,Subcategory 174,Symptom 491,Group 70,1,2016-05-03 21:34:00,21,1,5,0,2,2,2
Opened by  20,Phone,Location 188,Category 28,Subcategory 174,Symptom 491,Group 70,0,2016-05-03 21:34:00,21,1,5,0,1,1,1
Opened by  305,Phone,Location 188,Category 28,Subcategory 174,Symptom 491,Group 70,1,2016-05-03 21:35:00,21,1,5,0,2,2,2
Opened by  20,Phone,Location 188,Category 28,Subcategory 174,Symptom 491,Group 70,0,2016-05-03 21:35:00,21,1,5,0,1,1,1
Opened by  58,Phone,Location 143,Category 46,Subcategory 223,Symptom 491,Group 70,1,2016-05-03 21:35:00,21,1,5,0,2,2,2
Opened by  305,Phone,Location 188,Category 28,Subcategory 174,Symptom 491,Group 70,1,2016-05-03 21:36:00,21,1,5,0,2,2,2
Opened by  20,Phone,Location 188,Category 28,Subcategory 174,Symptom 491,Group 70,0,2016-05-03 21:36:00,21,1,5,0,1,1,1
Opened by  305,Phone,Location 188,Category 28,Subcategory 174,Symptom 491,Group 70,1,2016-05-03 21:37:00,21,1,5,0,2,2,2
Opened by  305,Phone,Location 161,Category 57,Subcategory 170,,Group 65,1,2016-05-03 22:05:00,22,1,5,0,2,2,2
Opened by  58,Phone,Location 108,Category 46,Subcategory 223,Symptom 491,Group 27,1,2016-05-03 22:35:00,22,1,5,0,2,2,2
Opened by  47,Phone,Location 204,Category 32,Subcategory 9,Symptom 491,Group 70,1,2016-05-03 23:14:00,23,1,5,0,2,2,2
Opened by  58,Phone,Location 143,Category 46,Subcategory 223,Symptom 491,Group 55,1,2016-05-03 23:29:00,23,1,5,0,2,2,2
Opened by  463,Phone,Location 108,Category 26,Subcategory 175,Symptom 491,Group 70,0,2016-05-04 00:27:00,0,2,5,0,2,2,2
Opened by  8,Phone,Location 161,Category 57,Subcategory 170,Symptom 244,Group 65,1,2016-05-04 00:39:00,0,2,5,0,2,2,2
Opened by  94,Phone,Location 161,Category 26,Subcategory 174,Symptom 491,Group 70,0,2016-05-04 00:50:00,0,2,5,0,2,2,2
Opened by  94,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-04 01:07:00,1,2,5,0,2,2,2
Opened by  8,Phone,Location 188,Category 32,Subcategory 9,Symptom 491,Group 70,0,2016-05-04 01:33:00,1,2,5,0,2,2,2
Opened by  463,Phone,Location 108,Category 46,Subcategory 223,Symptom 491,Group 39,1,2016-05-04 02:43:00,2,2,5,0,2,2,2
Opened by  397,Phone,Location 161,Category 37,Subcategory 123,,Group 49,0,2016-05-04 03:02:00,3,2,5,0,2,2,2
Opened by  94,Phone,Location 143,Category 42,Subcategory 183,Symptom 491,Group 70,0,2016-05-04 04:35:00,4,2,5,0,2,2,2
Opened by  463,Phone,Location 161,Category 46,Subcategory 223,Symptom 491,Group 70,0,2016-05-04 05:08:00,5,2,5,0,2,2,2
Opened by  8,Phone,Location 188,Category 32,Subcategory 9,Symptom 491,Group 70,0,2016-05-04 05:48:00,5,2,5,0,2,2,2
Opened by  17,Phone,Location 108,Category 32,Subcategory 9,Symptom 105,Group 70,0,2016-05-04 07:18:00,7,2,5,0,2,2,2
Opened by  40,Phone,Location 143,Category 20,Subcategory 103,,Group 70,1,2016-05-04 07:33:00,7,2,5,0,2,2,2
Opened by  501,Phone,Location 161,Category 26,Subcategory 174,,Group 70,1,2016-05-04 07:39:00,7,2,5,0,2,2,2
Opened by  131,Phone,Location 143,Category 32,Subcategory 9,Symptom 491,Group 70,0,2016-05-04 07:52:00,7,2,5,0,2,2,2
Opened by  17,Phone,Location 161,Category 26,Subcategory 164,Symptom 295,Group 70,1,2016-05-04 07:56:00,7,2,5,0,2,2,2
Opened by  40,Phone,Location 161,Category 9,Subcategory 164,Symptom 381,Group 70,0,2016-05-04 07:58:00,7,2,5,0,2,2,2
Opened by  131,Phone,Location 179,Category 26,Subcategory 164,Symptom 295,Group 70,1,2016-05-04 08:01:00,8,2,5,0,2,2,2
Opened by  24,Phone,Location 143,Category 37,Subcategory 135,Symptom 118,Group 48,0,2016-05-04 08:02:00,8,2,5,0,2,2,2
Opened by  501,Phone,Location 128,Category 9,Subcategory 145,,Group 27,0,2016-05-04 08:03:00,8,2,5,0,2,2,2
Opened by  180,Phone,Location 188,Category 46,Subcategory 223,Symptom 491,Group 51,0,2016-05-04 08:03:00,8,2,5,0,2,2,2
Opened by  17,Phone,Location 161,Category 9,Subcategory 174,Symptom 491,Group 24,0,2016-05-04 08:06:00,8,2,5,0,2,2,2
Opened by  17,Phone,Location 204,Category 26,Subcategory 175,Symptom 491,Group 70,0,2016-05-04 08:06:00,8,2,5,0,2,2,2
Opened by  24,Phone,Location 161,Category 26,Subcategory 175,Symptom 116,Group 70,0,2016-05-04 08:07:00,8,2,5,0,2,2,2
Opened by  17,Phone,Location 229,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-04 08:09:00,8,2,5,0,2,2,2
Opened by  40,Phone,Location 43,Category 46,Subcategory 223,Symptom 491,Group 39,1,2016-05-04 08:15:00,8,2,5,0,2,2,2
Opened by  501,Phone,Location 161,Category 26,Subcategory 175,,Group 70,1,2016-05-04 08:15:00,8,2,5,0,2,2,2
Opened by  17,Phone,Location 161,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-04 08:19:00,8,2,5,0,2,2,2
Opened by  17,Phone,Location 204,Category 57,Subcategory 159,Symptom 491,Group 65,0,2016-05-04 08:22:00,8,2,5,0,2,2,2
Opened by  40,Phone,Location 161,Category 9,Subcategory 164,Symptom 381,Group 24,0,2016-05-04 08:25:00,8,2,5,0,2,2,2
Opened by  501,Phone,Location 179,Category 35,Subcategory 28,,Group 70,0,2016-05-04 08:27:00,8,2,5,0,2,2,2
Opened by  24,Phone,Location 83,Category 24,Subcategory 30,Symptom 51,Group 29,1,2016-05-04 08:29:00,8,2,5,0,2,2,2
Opened by  40,Phone,Location 161,Category 61,Subcategory 36,Symptom 491,Group 73,0,2016-05-04 08:30:00,8,2,5,0,2,2,2
Opened by  40,Phone,Location 179,Category 37,Subcategory 135,Symptom 491,Group 70,0,2016-05-04 08:32:00,8,2,5,0,2,2,2
Opened by  17,Phone,Location 204,Category 57,Subcategory 185,,Group 24,1,2016-05-04 08:34:00,8,2,5,0,2,2,2
Opened by  17,Phone,Location 179,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-04 08:35:00,8,2,5,0,2,2,2
Opened by  24,Phone,Location 161,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-04 08:35:00,8,2,5,0,2,2,2
Opened by  17,Phone,Location 93,Category 42,Subcategory 223,Symptom 491,Group 70,0,2016-05-04 08:36:00,8,2,5,0,2,2,2
Opened by  24,Phone,Location 204,Category 42,Subcategory 223,Symptom 491,Group 70,0,2016-05-04 08:38:00,8,2,5,0,2,2,2
Opened by  12,Phone,Location 204,Category 42,Subcategory 223,Symptom 491,Group 70,1,2016-05-04 08:42:00,8,2,5,0,2,2,2
Opened by  24,Phone,Location 247,Category 9,Subcategory 164,Symptom 117,Group 29,1,2016-05-04 08:42:00,8,2,5,0,2,2,2
Opened by  24,Phone,Location 51,Category 32,Subcategory 9,Symptom 105,Group 70,0,2016-05-04 08:42:00,8,2,5,0,2,2,2
Opened by  501,Phone,Location 54,Category 32,Subcategory 9,,Group 70,1,2016-05-04 08:43:00,8,2,5,0,2,2,2
Opened by  131,Phone,Location 161,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-04 08:44:00,8,2,5,0,2,2,2
Opened by  131,Phone,Location 161,Category 26,Subcategory 164,Symptom 295,Group 70,0,2016-05-04 08:44:00,8,2,5,0,2,2,2
Opened by  17,Phone,Location 143,Category 32,Subcategory 9,Symptom 491,Group 70,1,2016-05-04 08:44:00,8,2,5,0,2,2,2
Opened by  17,Phone,Location 143,Category 26,Subcategory 275,Symptom 491,Group 70,1,2016-05-04 08:45:00,8,2,5,0,2,2,2
Opened by  17,Phone,Location 93,Category 32,Subcategory 9,Symptom 491,Group 70,0,2016-05-04 08:49:00,8,2,5,0,2,2,2
Opened by  17,Phone,Location 93,Category 37,Subcategory 135,,Group 45,1,2016-05-04 08:50:00,8,2,5,0,2,2,2
Opened by  24,Phone,Location 204,Category 35,Subcategory 28,Symptom 506,Group 70,0,2016-05-04 08:50:00,8,2,5,0,2,2,2
Opened by  40,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-04 08:51:00,8,2,5,0,2,2,2
Opened by  17,Phone,Location 51,Category 32,Subcategory 9,Symptom 105,Group 70,0,2016-05-04 08:51:00,8,2,5,0,2,2,2
Opened by  17,Phone,Location 108,Category 37,Subcategory 135,Symptom 87,Group 70,0,2016-05-04 08:53:00,8,2,5,0,2,2,2
Opened by  17,Phone,Location 93,Category 23,Subcategory 3,Symptom 9,Group 20,1,2016-05-04 08:54:00,8,2,5,0,2,2,2
Opened by  24,Phone,Location 51,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-04 08:54:00,8,2,5,0,2,2,2
Opened by  24,Phone,Location 51,Category 23,Subcategory 174,Symptom 491,Group 20,1,2016-05-04 08:55:00,8,2,5,0,2,2,2
Opened by  17,Phone,Location 93,Category 9,Subcategory 164,,Group 20,1,2016-05-04 08:55:00,8,2,5,0,2,2,2
Opened by  17,Phone,Location 161,Category 19,Subcategory 163,Symptom 491,Group 62,0,2016-05-04 08:56:00,8,2,5,0,2,2,2
Opened by  501,Phone,Location 41,Category 20,Subcategory 174,,Group 70,1,2016-05-04 08:57:00,8,2,5,0,2,2,2
Opened by  24,Phone,Location 161,Category 46,Subcategory 191,Symptom 56,Group 70,1,2016-05-04 08:59:00,8,2,5,0,2,2,2
Opened by  17,Phone,Location 38,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-04 09:00:00,9,2,5,0,2,2,2
Opened by  17,Phone,Location 136,Category 32,Subcategory 9,Symptom 491,Group 70,1,2016-05-04 09:00:00,9,2,5,0,2,2,2
Opened by  40,Phone,Location 108,Category 26,Subcategory 175,Symptom 491,Group 70,1,2016-05-04 09:01:00,9,2,5,0,2,2,2
Opened by  17,Phone,Location 161,Category 46,Subcategory 247,Symptom 227,Group 57,1,2016-05-04 09:02:00,9,2,5,0,2,2,2
Opened by  62,Phone,Location 51,Category 42,Subcategory 223,,Group 70,0,2016-05-04 09:02:00,9,2,5,0,2,2,2
Opened by  17,Phone,Location 93,Category 61,Subcategory 36,Symptom 458,Group 74,0,2016-05-04 09:09:00,9,2,5,0,2,2,2
Opened by  79,Phone,Location 51,Category 8,Subcategory 281,Symptom 491,Group 53,0,2016-05-04 09:09:00,9,2,5,0,2,2,2
Opened by  501,Phone,Location 143,Category 53,Subcategory 174,,Group 28,0,2016-05-04 09:11:00,9,2,5,0,2,2,2
Opened by  17,Phone,Location 93,Category 24,Subcategory 174,,Group 20,1,2016-05-04 09:13:00,9,2,5,0,2,2,2
Opened by  40,Phone,Location 17,Category 9,Subcategory 164,Symptom 491,Group 70,0,2016-05-04 09:14:00,9,2,5,0,2,2,2
Opened by  17,Phone,Location 43,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-04 09:16:00,9,2,5,0,2,2,2
Opened by  17,Phone,Location 108,Category 53,Subcategory 174,,Group 70,0,2016-05-04 09:17:00,9,2,5,0,2,2,2
Opened by  17,Phone,Location 56,Category 9,Subcategory 202,Symptom 70,Group 25,0,2016-05-04 09:20:00,9,2,5,0,2,2,2
Opened by  17,Phone,Location 51,Category 61,Subcategory 174,Symptom 491,Group 73,1,2016-05-04 09:20:00,9,2,5,0,2,2,2
Opened by  501,Phone,Location 143,Category 37,Subcategory 174,,Group 48,0,2016-05-04 09:22:00,9,2,5,0,2,2,2
Opened by  24,Phone,Location 204,Category 26,Subcategory 275,Symptom 491,Group 70,0,2016-05-04 09:23:00,9,2,5,0,2,2,2
Opened by  17,Phone,Location 161,Category 61,Subcategory 174,Symptom 491,Group 72,1,2016-05-04 09:24:00,9,2,5,0,2,2,2
Opened by  17,Phone,Location 37,Category 43,Subcategory 174,Symptom 494,Group 31,1,2016-05-04 09:24:00,9,2,5,0,2,2,2
Opened by  131,Phone,Location 179,Category 61,Subcategory 164,Symptom 491,Group 73,0,2016-05-04 09:24:00,9,2,5,0,2,2,2
Opened by  17,Phone,Location 161,Category 61,Subcategory 36,Symptom 458,Group 73,0,2016-05-04 09:25:00,9,2,5,0,2,2,2
Opened by  40,Phone,Location 204,Category 26,Subcategory 175,Symptom 116,Group 70,0,2016-05-04 09:25:00,9,2,5,0,2,2,2
Opened by  17,Phone,Location 161,Category 32,Subcategory 300,Symptom 491,Group 70,0,2016-05-04 09:27:00,9,2,5,0,2,2,2
Opened by  17,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-05-04 09:28:00,9,2,5,0,2,2,2
